category,description,title,institute,timestamp,site,credits,id
,"Exploration of question formation across languages, and from several theoretical perspectives, integrating  syntax, phonology, semantics, morphology, pragmatics, and philosophy in pursuit of a general  understanding of one of the central phenomena in theoretical linguistics. Also offered as GRS LX 628. This course cannot be taken for  credit in addition to the course with the same title that was previously numbered CAS LX 519.",Questions,Boston University,,www.bu.edu,4,CAS LX 328
,"Introduction to syntax as an object of inquiry. Students build an increasingly sophisticated model of   syntactic knowledge to account for data from English and other languages, constructing and evaluating   alternative hypotheses about how sentence structure works. Carries humanities divisional studies credit in  CAS. Also offered as GRS LX 621. This course  cannot be taken for credit in addition to the course entitled  ""Syntax I"" that was previously numbered CAS  LX 522.",Syntax: Introduction to Sentential Structure,Boston University,,www.bu.edu,4,CAS LX 321
,"Languages differ startlingly in how they express the apparently basic concepts of ""possession"" and  ""essence"". Students explore this variety and its implications, addressing fundamental questions about  linguistic relativism, language universals, and the relationship between structure and meaning. Also offered as GRS LX 617. This course  cannot be taken for credit in addition to the course with the same title that was previously numbered CAS  LX 517.","""Having"" and ""Being"" across Languages",Boston University,,www.bu.edu,4,CAS LX 317
,"Morphology, the study of the internal structure and the shapes of words across languages, straddles the  boundary between syntax and phonology. This course covers the major empirical and theoretical issues in  the study of morphology, emphasizing links to other components of grammar. Carries humanities  divisional credit in CAS. Also offered as GRS LX 611. This course cannot be taken for credit in addition to the course entitled ""Morphology"" that was previously numbered CAS LX 521.",Morphology: Introduction to the Structures and Shapes of Words,Boston University,,www.bu.edu,4,CAS LX 311
,"Introduction to the nature and patterning of sounds in human language. Presents articulatory and acoustic  phonetics, and basic phonological analysis, focusing on cross-language typology and comparison. Hands-on development of practical skills, including IPA transcription, field techniques, and digital speech analysis.   Carries humanities divisional studies credit in CAS. This course cannot be taken for credit in addition to the  course entitled ""Phonetics"" that was previously numbered CAS LX 510.",Phonetics & Phonology: Introduction to Sound Systems,Boston University,,www.bu.edu,4,CAS LX 301
,"Properties that languages share and how languages differ with respect to   structure (sound system, word formation, syntax), expression of meaning,   acquisition, variation, and change; cultural and artistic uses of language;   comparison of oral, written, and signed languages. Carries humanities divisional credit in CAS.    ",Introduction to Linguistics,Boston University,,www.bu.edu,4,CAS LX 250
,Overview of the world's major writing systems: Egyptian and Mayan hieroglyphs; Sumerian and Akkadian  cuneiform; West Semitic consonantal scripts (abjads); East Asian scripts; runes; Greek and Roman  alphabets. Considerable linguistic component supplemented by historical information about ancient  languages and cultures. Carries humanities divisional credit in CAS. Also offered as CAS CL 205.,Origins of Writing,Boston University,,www.bu.edu,4,CAS LX 205
,"Exploration of how variation in accents and dialects interacts with various aspects of society and human   life. Students examine how dialect variation arises, how it can be described, and what role it plays in   literature, film, humor, and music. Cannot be taken for credit by students who have previously taken, or   are currently taking, CAS LX 250 or a higher-level linguistics course. Carries humanities divisional credit in  CAS.","Say What? Accents, Dialects, and Society",Boston University,,www.bu.edu,4,CAS LX 110
,"Introduces students to underwater research methods. Lecture and dive exercises include diving physics,  diving physiology, dive planning, equipment, first aid, and data collection. This course fulfills American  Academy of Underwater Sciences scientific diver training requirements. Taught in the Marine Semester.",Scientific Diving and Underwater Research Methods,Boston University,,www.bu.edu,4,CAS MR 533
,"Examines ecology and management of commercially valuable fishes and shellfishes in the Belizean Barrier  Reef with emphasis on human impacts on species diversity and abundance. Topics include population  dynamics, essential fish habitat, bioeconomics, sustainable harvesting and management institutions.",Tropical Marine Fisheries,Boston University,,www.bu.edu,4,CAS MR 529
,This course addresses how scientists can target their research toward policy needs and then effectively communicate to the public and policy makers so that science might inform public policy. Taught during the Marine Semester.,"Marine Science Policy, Resource Management, and Public Debate",Boston University,,www.bu.edu,4,CAS MR 510
,Research in marine science for students at the junior or senior level. Students design and implement a  research project with a faculty member. Topic must be defined by time of registration. Course grade  determined by performance and written report.,Undergraduate Research in Marine Science,Boston University,,www.bu.edu,Var,CAS MR 492
,Research in marine science for students at the junior or senior level. Students design and implement a  research project with a faculty member. Topic must be defined by time of registration. Course grade  determined by performance and written report.,Undergraduate Research in Marine Science,Boston University,,www.bu.edu,Var,CAS MR 491
,"Laboratory or field research projects chosen under supervision of a Marine Science associated faculty  member. Research topic must be defined at time of registration. Course grade determined by laboratory  performance, written report, and oral presentation to the faculty. Successful completion of the full 8-credit  course (MR 401/402) may lead to a degree with honors in the major; credit does not count toward major or minor (unless taken during Marine Semester).",Senior Independent Work in Marine Science,Boston University,,www.bu.edu,4,CAS MR 402
